Division,Line,Station_Name,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,ADA,ADA_Notes,Free_Crossover,Entrance_Type,Entry,Exit_Only,Entrance_Staffing,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IRT,7th Ave-Bway,72 St,1,2,3,,,,,,,,,TRUE,,TRUE,Door,YES,,NONE,Broadway,72nd St,SE,40.7787915,-73.9818845
IRT,7th Ave-Bway,79 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,79th St,SW,40.783843000000005,-73.979968
IRT,7th Ave-Bway,86 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,86th St,SW,40.788546499999995,-73.976509
IRT,7th Ave-Bway,96 St,1,2,3,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,Broadway,96th St,SW,40.793617499999996,-73.9725945
IRT,7th Ave-Bway,Canal St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Canal St,Varick St,NW,40.722714499999995,-74.00630699999999
IRT,7th Ave-Bway,Cathedral Pkwy (110 St),1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,Cathedral Pkwy,NW,40.804158,-73.96660399999999
IRT,7th Ave-Bway,Chambers St,1,2,3,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Chambers St,West Broadway,SW,40.7155425,-74.009242
IRT,7th Ave-Bway,Christopher St-Sheridan Sq,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,7th Ave,Christopher St,SW,40.733526999999995,-74.0029475
IRT,7th Ave-Bway,Dyckman St,1,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hillside Ave,Nagle Ave,SW,40.861185,-73.925094
IRT,7th Ave-Bway,Franklin St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,West Broadway,Franklin St,SW,40.7194415,-74.00687049999999
IRT,7th Ave-Bway,Houston St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Varick St,King St,SW,40.7282125,-74.0053835
IRT,7th Ave-Bway,Marble Hill-225 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,225th St,NW,40.8743725,-73.910162
IRT,7th Ave-Bway,Rector St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Greenwich St,Morris St,NW,40.707342,-74.013882
IRT,7th Ave-Bway,South Ferry,R,1,,,,,,,,,,TRUE,R not ADA,TRUE,Elevator,YES,,FULL,Whitehall St,State St,SW,40.7021395,-74.0136605
IRT,7th Ave-Bway,Times Sq-42 St,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,PART,7th Ave,41st St,SE,40.755522,-73.987189
IRT,7th Ave-Bway,Van Cortlandt Park-242 St,1,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,242nd St,NW,40.8899095,-73.89811499999999
IRT,Clark Street,Borough Hall,R,2,3,4,5,,,,,,,TRUE,R not ADA,TRUE,Elevator,YES,,FULL,Court Street,Montague Street,SE,40.6937035,-73.9903745
IRT,Clark Street,Clark St,2,3,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Clark St,Henry St,NW,40.6976195,-73.9931675
IRT,Clark Street,Fulton St,A,C,J,Z,2,3,4,5,,,,FALSE,,TRUE,Easement,YES,,NONE,William St,John St,NE,40.7090525,-74.006569
IRT,Clark Street,Park Place,A,C,E,2,3,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Park Pl,Broadway,NW,40.712712,-74.007766
IRT,Clark Street,Wall St,2,3,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,William St,Wall St,SW,40.7068515,-74.009218
IRT,Dyre Avenue,Baychester Av,5,,,,,,,,,,,FALSE,,TRUE,Door,YES,,PART,Baychester Av,Tillotson Av,NW,40.8794245,-73.837908
IRT,Dyre Avenue,Eastchester-Dyre Av,5,,,,,,,,,,,FALSE,,TRUE,Door,YES,,PART,Dyre Av,Light St,NE,40.88798,-73.831195
IRT,Dyre Avenue,Gun Hill Rd,5,,,,,,,,,,,FALSE,,TRUE,Door,YES,,PART,Seymour Av,Gun Hill Rd,SE,40.870078,-73.8457965
IRT,Dyre Avenue,Morris Park,5,,,,,,,,,,,FALSE,,TRUE,Door,YES,,PART,Esplanade,Paulding Av,W,40.854544,-73.860248
IRT,Dyre Avenue,Pelham Pkwy,5,,,,,,,,,,,FALSE,,TRUE,Door,YES,,PART,Esplanade,Laconia Av,NE,40.858804,-73.855515
IRT,Eastern Parkway,Atlantic Av,B,D,N,Q,R,2,3,4,5,,,TRUE,,TRUE,Easement,YES,,FULL,Ashland Pl,Hanson Pl,SE,40.684976,-73.97788
IRT,Eastern Parkway,Bergen St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Flatbush Ave,Bergen St,SW,40.680823000000004,-73.97514100000001
IRT,Eastern Parkway,Borough Hall,R,2,3,4,5,,,,,,,TRUE,R not ADA,TRUE,Stair,YES,,NONE,Court St,Joralemon St,SW,40.692443499999996,-73.990646
IRT,Eastern Parkway,Crown Hts-Utica Av,3,4,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Utica Ave,Eastern Pkwy,SW,40.668901000000005,-73.932957
IRT,Eastern Parkway,Eastern Pkwy-Brooklyn Museum,2,3,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Washington Ave,Eastern Pkwy,SW,40.671955499999996,-73.96422749999999
IRT,Eastern Parkway,Franklin Av,FS,2,3,4,5,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Franklin Ave,Eastern Pkwy,SE,40.670629500000004,-73.95783449999999
IRT,Eastern Parkway,Grand Army Plaza,2,3,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Flatbush Ave,Plaza Street West,NW,40.675118,-73.971019
IRT,Eastern Parkway,Hoyt St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Hoyt St,Fulton St,SW,40.690498500000004,-73.984848
IRT,Eastern Parkway,Kingston Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Kingston Ave,Eastern Pkwy,SW,40.669275,-73.9422055
IRT,Eastern Parkway,Nevins St,2,3,4,5,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Flatbush Ave,Livingston St,NW,40.688148,-73.980441
IRT,Eastern Parkway,Nostrand Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Nostrand Ave,Eastern Pkwy,SW,40.669726,-73.9505225
IRT,Flushing,103 St-Corona Plaza,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,103rd St,Roosevelt Av,NE,40.749874,-73.8624675
IRT,Flushing,111 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,111th St,Roosevelt Av,NW,40.7515165,-73.8558465
IRT,Flushing,33 St-Rawson St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,34th St,Queens Blvd,SW,40.744628500000005,-73.93134699999999
IRT,Flushing,40 St-Lowery St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,40th St,Queens Blvd,SW,40.743810499999995,-73.92426449999999
IRT,Flushing,46 St-Bliss St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,47th St,Queens Blvd,SW,40.7431135,-73.9183715
IRT,Flushing,5 Av,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,5th-6th Avs,42nd St,S,40.753811,-73.982057
IRT,Flushing,52 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,53rd St,Roosevelt Av,NE,40.7442615,-73.912181
IRT,Flushing,69 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,69th St,Roosevelt Av,SW,40.746328500000004,-73.896332
IRT,Flushing,74 St-Broadway,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,74th St,Roosevelt Av,NE,40.747025,-73.891413
IRT,Flushing,82 St-Jackson Hts,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,82nd St,Roosevelt Av,NW,40.7476325,-73.883952
IRT,Flushing,90 St-Elmhurst Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,90th St,Roosevelt Av,NW,40.748453999999995,-73.87651149999999
IRT,Flushing,Court Sq,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,23rd St,45th Rd,NW,40.746218999999996,-73.9455175
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Main St,Roosevelt Av,NW,40.759726,-73.829411
IRT,Flushing,Grand Central-42 St,GS,4,5,6,7,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,3rd Av,42nd St,SW,40.750851,-73.975078
IRT,Flushing,Hunters Point Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,21st St,49th Av,NE,40.7424525,-73.94835950000001
IRT,Flushing,Junction Blvd,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Junction Blvd,Roosevelt Av,NW,40.749147,-73.86940799999999
IRT,Flushing,Mets-Willets Point,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,126th St,Roosevelt Av,NW,40.754581,-73.845806
IRT,Flushing,Queensboro Plaza,N,Q,7,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Queens Plaza S,27th St,SW,40.7505685,-73.939958
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Vernon Blvd,50th Av,SW,40.742577,-73.953367
IRT,Flushing,Woodside-61 St,7,,,,,,,,,,,TRUE,,TRUE,Escalator,YES,,FULL,61st St,Roosevelt Av,SE,40.745624,-73.9031555
IRT,Jerome,138 St-Grand Concourse,4,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,East 138th S,,40.813227,-73.9298465
IRT,Jerome,149 St-Grand Concourse,2,4,5,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Grand Concourse,149th St,SW,40.818332,-73.92738
IRT,Jerome,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,River Av,161st St,SW,40.827813500000005,-73.92592250000001
IRT,Jerome,167 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,River Av,167th St,SW,40.835736499999996,-73.9213105
IRT,Jerome,170 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,170th St,SW,40.839976500000006,-73.917833
IRT,Jerome,176 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,176th St,NW,40.848443,-73.911818
IRT,Jerome,183 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,183rd St,SW,40.858372,-73.9038945
IRT,Jerome,Bedford Pk Blvd-Lehman College,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Bedford Park Blvd,SW,40.873528,-73.889754
IRT,Jerome,Burnside Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Burnside Av,SW,40.8534255,-73.907685
IRT,Jerome,Fordham Rd,4,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Jerome Av,Fordham Rd,SW,40.862725999999995,-73.901091
IRT,Jerome,Kingsbridge Rd,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Kingsbridge Rd,NW,40.867686000000006,-73.89722850000001
IRT,Jerome,Mosholu Pkwy,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Jerome Av,Mosholu Pkwy,SW,40.87971,-73.884691
IRT,Jerome,Mt Eden Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Cross Bronx Expwy,SW,40.844545499999995,-73.914614
IRT,Jerome,Woodlawn,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Bainbridge Av,SW,40.886778,-73.878248
IRT,Lenox,116 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,116th St,SW,40.8020255,-73.94969
IRT,Lenox,125 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,125th St,SW,40.8077715,-73.9454905
IRT,Lenox,135 St,2,3,,,,,,,,,,TRUE,,FALSE,Stair,YES,,FULL,Lenox Av,135th St,SW,40.814105999999995,-73.9408675
IRT,Lenox,145 St,3,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,145th St,SW,40.8204115,-73.9362205
IRT,Lenox,Central Park North (110 St),2,3,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,St Nicholas Av,Central Park N,NW,40.798765,-73.952365
IRT,Lenox,Harlem-148 St,3,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Adam C Powell Blvd,149th St,NE,40.824069,-73.936981
IRT,Lexington,103 St,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lexington Av,103rd St,SW,40.790236,-73.9477525
IRT,Lexington,110 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,110th St,SW,40.7948045,-73.944424
IRT,Lexington,116 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,116th St,SW,40.798627999999994,-73.941644
IRT,Lexington,125 St,4,5,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,125th St,SW,40.8043805,-73.937422
IRT,Lexington,14 St-Union Sq,L,N,Q,R,4,5,6,,,,,FALSE,456 not ADA,TRUE,Stair,YES,,NONE,4th Av,14th St,SW,40.7343375,-73.989874
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Easement,YES,,NONE,Park Av,22nd St,SW,40.739948,-73.98657
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,28th St,SW,40.743306000000004,-73.9840735
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,32nd St,SW,40.7461085,-73.9820545
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,Lexington Av,50th St,NW,40.756992,-73.97203999999999
IRT,Lexington,59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lexington Av,59th St,SW,40.762452499999995,-73.9680165
IRT,Lexington,68 St-Hunter College,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lexington Av,68th St,SW,40.767842,-73.96412649999999
IRT,Lexington,77 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,77th St,SW,40.773635999999996,-73.9598565
IRT,Lexington,86 St,4,5,6,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,86th St,SW,40.779501999999994,-73.9556035
IRT,Lexington,96 St,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lexington Av,96th St,SW,40.7858475,-73.9509635
IRT,Lexington,Astor Pl,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lafayette St,Astor Pl,NW,40.730025999999995,-73.991124
IRT,Lexington,Bleecker St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lafayette St,Bleecker St,SW,40.7258865,-73.9945745
IRT,Lexington,Bowling Green,4,5,,,,,,,,,,TRUE,,TRUE,Door,YES,,NONE,State,Battery Pl,SW,40.70443,-74.014037
IRT,Lexington,Brooklyn Bridge-City Hall,J,Z,4,5,6,,,,,,,TRUE,JZ not ADA,TRUE,Stair,YES,,NONE,Nassau St,Frankfort St,SE,40.712847999999994,-74.0044185
IRT,Lexington,Canal St,J,N,Q,R,Z,6,,,,,,TRUE,NQRZ not ADA,TRUE,Stair,YES,,NONE,Lafayette St,Canal St,SW,40.718571999999995,-74.000689
IRT,Lexington,Fulton St,A,C,J,Z,2,3,4,5,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,Cortlandt St,SW,40.710370499999996,-74.0097385
IRT,Lexington,Grand Central-42 St,GS,4,5,6,7,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,Park Av,42nd St,SE,40.751573,-73.97652350000001
IRT,Lexington,Spring St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lafayette St,Spring St,SW,40.722291999999996,-73.9971275
IRT,Lexington,Wall St,4,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,Rector St,SW,40.707813,-74.0117295
IRT,New Lots,Junius St,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Powell St,Livonia Ave,SW,40.6633935,-73.9028495
IRT,New Lots,New Lots Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Ashford St,Livonia Av,NW,40.666349,-73.8832915
IRT,New Lots,Pennsylvania Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pennsylvania Ave,Livonia Ave,SW,40.664722,-73.893948
IRT,New Lots,Rockaway Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Rockaway Ave,Livonia Ave,NW,40.662552000000005,-73.90892099999999
IRT,New Lots,Saratoga Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saratoga Ave,Livonia Ave,SW,40.661545000000004,-73.915384
IRT,New Lots,Sutter Av-Rutland Rd,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Rutland Rd,E. 98th St,SW,40.665023500000004,-73.92289199999999
IRT,New Lots,Van Siclen Av,3,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Siclen Ave,Livonia Ave,NW,40.6655855,-73.8884995
IRT,Nostrand,Beverly Rd,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Nostrand Av,Beverly Rd,SW,40.645031,-73.9489485
IRT,Nostrand,Church Av,2,5,,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Nostrand Av,Church Av,NW,40.65080450000001,-73.9496015
IRT,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Nostrand Av,Flatbush Av,NW,40.632571,-73.947652
IRT,Nostrand,Newkirk Av,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Nostrand Av,Newkirk Av,SW,40.640313,-73.948431
IRT,Nostrand,President St,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Nostrand Av,President St,NW,40.6681555,-73.95066
IRT,Nostrand,Sterling St,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Nostrand Av,Sterling St,NW,40.663258,-73.950857
IRT,Nostrand,Winthrop St,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Nostrand Av,Parkside Av,SW,40.6566775,-73.95016100000001
IRT,Pelham,3 Av-138 St,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lincoln Av,138th St,SE,40.810424999999995,-73.9261585
IRT,Pelham,Brook Av,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Brook Av,138th St,SW,40.807551000000004,-73.91920250000001
IRT,Pelham,Buhre Av,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Edison Av,Buhre Av,SW,40.846990000000005,-73.83245149999999
IRT,Pelham,Castle Hill Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Castle Hill Av,Westchester Av,SW,40.834207000000006,-73.8516485
IRT,Pelham,Cypress Av,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Cypress Av,138th St,SW,40.8051405,-73.91357049999999
IRT,Pelham,E 143 St-St Mary's St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Southern Blvd,St Mary's St,SW,40.808185,-73.90784149999999
IRT,Pelham,E 149 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Southern Blvd,149th St,SE,40.812127000000004,-73.903971
IRT,Pelham,Elder Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Elder Av,Westchester Av,SW,40.828574,-73.87919
IRT,Pelham,Hunts Point Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,Hunts Point Av,163rd St,SW,40.820705000000004,-73.8909805
IRT,Pelham,Longwood Av,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Southern Blvd,Longwood Av,SW,40.8163285,-73.896215
IRT,Pelham,Middletown Rd,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Westchester Av,Middletown Rd,NE,40.843772,-73.836432
IRT,Pelham,Morrison Av-Soundview,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Morrison Av,Westchester Av,NW,40.829506,-73.8746535
IRT,Pelham,Parkchester,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Metropolitan Av,Westchester Av,NW,40.833225,-73.860888
IRT,Pelham,Pelham Bay Park,6,,,,,,,,,,,TRUE,,TRUE,Door,YES,,FULL,Burr Ave,Westchester Av,NE,40.852709,-73.82657900000001
IRT,Pelham,St Lawrence Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,St Lawrence Av,Westchester Av,NE,40.8316155,-73.867244
IRT,Pelham,Westchester Sq-East Tremont Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Westchester Av,Ferris Pl,SW,40.840128,-73.842875
IRT,Pelham,Whitlock Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Whitlock Av,Westchester Av,SW,40.8272965,-73.886169
IRT,Pelham,Zerega Av,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Westchester Av,Zerega Ave,SE,40.836783499999996,-73.8466895
IRT,Shuttle,Grand Central-42 St,GS,4,5,6,7,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,Vanderbilt Av,42nd St,NW,40.7526355,-73.97892300000001
IRT,White Plains,174 St,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Boston Rd,174th St,SW,40.837419999999995,-73.88766749999999
IRT,White Plains,219 St,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,219th St,NW,40.88358100000001,-73.8628065
IRT,White Plains,225 St,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,225th St,SW,40.887816,-73.860555
IRT,White Plains,233 St,2,5,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,White Plains Rd,233rd St,NW,40.893406,-73.85737449999999
IRT,White Plains,3 Av-149 St,2,5,,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Melrose Av,149th St,SW,40.816084000000004,-73.91776
IRT,White Plains,Allerton Av,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,Allerton Av,NW,40.865431,-73.86736099999999
IRT,White Plains,Bronx Park East,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Birchall Av,Sagamore St,SE,40.848965500000006,-73.8682975
IRT,White Plains,Burke Av,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,Burke Av,NW,40.871423,-73.867163
IRT,White Plains,E 180 St,2,5,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Morris Park Av,180th St,NW,40.841338,-73.8731955
IRT,White Plains,Freeman St,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Southern Blvd,Freeman St,SW,40.830135999999996,-73.891751
IRT,White Plains,Gun Hill Rd,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,211th St,SW,40.877809,-73.866303
IRT,White Plains,Intervale Av,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Intervale Av,Westchester Av,NE,40.822271,-73.8966135
IRT,White Plains,Jackson Av,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Jackson Av,152nd St,NE,40.816537,-73.9076605
IRT,White Plains,Nereid Av,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,Nereid Av,NW,40.8984715,-73.85430199999999
IRT,White Plains,Pelham Pkwy,2,5,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,White Plains Rd,Pelham Pkwy,SW,40.857189000000005,-73.867626
IRT,White Plains,Prospect Av,2,5,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Westchester,160th St,SW,40.819627499999996,-73.901657
IRT,White Plains,Simpson St,2,5,,,,,,,,,,TRUE,,FALSE,Elevator,YES,,NONE,Westchester Av,Simpson St,SW,40.824121,-73.8929605
IRT,White Plains,Wakefield-241 St,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,White Plains Rd,241st St,NW,40.90344,-73.850242
IRT,White Plains,West Farms Sq-E Tremont Av,2,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Boston Rd,E Tremont Av,NW,40.840716,-73.879701
